wake,estimatedSleep,coffee,actualSleep
26100,5,1,19285
29700,7,2,27320
72900,10,6,41871
23400,5,1,19335
5400,5.25,3,21673
18900,8.5,5,34882
18000,6.75,1,25642
20700,5,1,19387
22500,6,1,22931
19800,6.75,1,25598
28800,5.75,1,22061
33300,9,4,36382
33300,5,2,20002
27900,6.25,9,30163
54900,5,3,20889
23400,7.5,1,28369
10800,5.5,10,28669
23400,8.5,2,32663
34200,10,6,41295
34200,6.5,1,24748
30600,6.75,2,26307
31500,8.75,1,32874
29700,5,3,21064
29700,6.75,6,29821
22500,6.5,2,25616
18000,7.25,4,29702
74700,5.75,2,22868
22500,8.25,4,33505
33300,9.25,3,36133
34200,7.75,2,30038
29700,6,5,26323
31500,7,3,28008
75600,9.5,3,37156
27000,9.5,3,37254
22500,6,10,30810
82800,5.25,8,26514
27000,6.75,2,26498
27000,6.75,1,25597
18900,8.5,1,31944
27900,5,1,19253
31500,7.75,1,29167
85500,8.25,3,32813
18900,9.5,1,35537
18000,9.75,3,37850
74700,7.5,6,32548
27000,5.75,1,22029
19800,6.5,1,24770
25200,8.25,2,31745
26100,7.25,2,28263
34200,7,7,31460
27000,5,2,20019
19800,7.75,3,30688
27000,5.75,9,28617
38700,9.75,8,42341
33300,7,1,26444
9000,7.75,1,29191
25200,6.75,6,29992
78300,6.25,9,30411
31500,5,1,19294
34200,10,6,41840
34200,8.75,1,32808
28800,9.5,1,35539
27900,5.5,1,21159
50400,5.25,3,21689
69300,8.25,2,31739
27900,5,1,19307
31500,6,4,25319
31500,7.75,1,29136
29700,10,8,42816
34200,5.25,3,21979
32400,9.75,4,39136
19800,8.5,4,34220
27000,6.75,7,30840
27900,9.75,3,38226
18000,6.25,2,24620
31500,9.5,8,41588
32400,8,2,31053
18900,9.75,1,36490
25200,6.5,4,27306
33300,9.75,3,38150
74700,6.25,1,23751
27900,7,1,26493
24300,7,4,29114
32400,6.75,1,25675
28800,6.25,8,29296
30600,8.75,1,32836
20700,8,1,30156
18900,8.25,2,31861
32400,8,1,30054
28800,6,8,28410
40500,8.25,3,32667
1800,5.5,7,26144
20700,5,1,19345
30600,5.5,1,21071
23400,6.5,4,27072
30600,9.25,2,35310
28800,6.5,1,24726
33300,5.5,1,21141
34200,10,2,38155
34200,5.5,10,29204
26100,6,8,29299
19800,10,3,39114
33300,7,6,30447
18900,5,8,25521
25200,6.5,1,24757
35100,6,1,22887
18000,8,7,35554
20700,10,10,44325
29700,8.25,3,32819
18900,7.25,1,27469
26100,9.5,6,39681
20700,7.25,5,30984
63000,7,1,26562
31500,8.75,3,34639
24300,9.25,4,36961
35100,7.5,1,28376
10800,5,1,19363
22500,7.25,10,34224
27000,7.25,4,29981
26100,8.25,4,33723
30600,6.25,1,23820
24300,9,4,36200
18000,7.25,4,29879
18900,10,1,37367
19800,5,1,19216
18000,5.25,1,20229
26100,8.5,1,31890
21600,6,3,24712
33300,8.5,4,34597
24300,7.25,1,27435
6300,8.5,1,31950
29700,5.75,9,28805
20700,5.75,2,22952
28800,7.5,1,28254
74700,6.5,5,28140
26100,6.75,1,25620
19800,7.5,6,32072
27000,8.5,1,31933
31500,5.5,1,21101
15300,5.25,4,22596
22500,9.75,7,41116
27900,8.75,1,32810
35100,6.5,4,27375
26100,6.75,7,30105
27900,7,1,26553
30600,8.5,6,36403
23400,8.25,5,34666
27900,8.75,1,32825
21600,8,3,31976
32400,7.75,1,29257
21600,10,1,37335
25200,8.5,6,35777
30600,5.25,7,25542
48600,9.25,2,35593
26100,7.5,1,28288
27000,8.25,1,30982
26100,5.25,3,21991
29700,8.25,3,32740
27000,6.25,3,25479
33300,5.5,10,28011
27900,7.25,8,32856
36900,7,2,27219
27000,9.5,9,41814
54000,7.25,2,28192
18000,9,2,34385
31500,7.75,1,29202
23400,7.75,1,29151
28800,7.5,3,29954
22500,5.5,2,21880
23400,8.75,6,36919
49500,6.25,7,29026
23400,7,1,26514
54000,9.75,3,38030
18900,10,3,38763
57600,5,1,19321
33300,9.25,1,34590
28800,6.5,10,32805
32400,5,3,21114
5400,6.25,8,30056
2700,5.5,2,21783
18900,7.5,1,28236
27000,8.25,3,32604
19800,8.5,5,35286
27000,6.5,1,24771
26100,5.25,4,22980
52200,9.5,4,38121
35100,9.25,2,35360
22500,5.75,1,22045
34200,7.75,3,30680
28800,7.25,3,29109
20700,9.25,3,36129
18900,6,10,30532
2700,7,1,26534
18900,6.5,8,31001
20700,8.5,3,33530
19800,8.25,3,32736
27000,9,10,41496
34200,7.75,3,30910
33300,8.5,1,31961
22500,7.25,3,28895
32400,8,1,30152
19800,9.5,4,37783
21600,8.25,2,31976
25200,5.75,8,28035
30600,7.5,2,29187
30600,6,6,27187
31500,7.5,2,29156
29700,9.75,1,36368
33300,6,1,22869
35100,6.25,3,25350
33300,6.5,1,24653
73800,7.25,1,27472
35100,6.5,6,28927
32400,8.5,2,32872
20700,5.75,2,22937
25200,7.25,1,27472
29700,5.75,5,25305
33300,7.75,10,36762
34200,6.75,1,25673
31500,5,5,22326
19800,5,2,20204
22500,5,10,26579
34200,9,2,34673
32400,5.25,8,25720
30600,5.5,9,27644
18900,7.25,3,28933
23400,7,3,28027
56700,9.75,4,38875
80100,9.5,3,37202
30600,7,4,28793
23400,5.25,1,20229
24300,10,4,39950
64800,7.5,3,29861
9000,10,1,37299
32400,6.25,1,23803
32400,7.25,1,27492
28800,10,1,37380
35100,8.5,3,33568
35100,9,3,35402
18000,5.5,3,22796
21600,7.75,1,29229
20700,8.25,2,31815
19800,5.25,3,22050
29700,5.75,2,22763
35100,7,3,28033
24300,5.75,3,23838
19800,8.25,1,30958
20700,7.5,1,28300
30600,9,3,35181
23400,9.5,4,38025
18900,8.75,3,34349
29700,6.5,1,24646
69300,10,2,38242
26100,6.75,4,28371
34200,8.25,1,30966
27900,6,8,28638
18000,5.5,9,28287
18900,9.5,1,35500
28800,5.25,2,21053
24300,6.5,1,24665
18000,9.25,1,34664
54000,9.5,1,35534
34200,5.5,2,21990
33300,9.75,1,36362
28800,8.75,8,39012
34200,6.5,1,24733
31500,8.75,10,40724
22500,6,4,25612
27000,6.75,1,25622
46800,9.25,7,39618
29700,6,1,22893
27900,5.75,2,22731
30600,7,9,33122
33300,7.75,2,30017
32400,7.25,3,28991
32400,5,6,23407
23400,5.75,9,28223
18000,6,9,28979
26100,9,4,35995
22500,7.75,3,30957
25200,7.75,3,31013
20700,5.75,1,22017
26100,8.25,1,31054
35100,7.25,3,29255
45900,7.25,3,29165
26100,9.5,2,36420
19800,10,2,38126
18900,9.25,1,34567
27900,5,3,20885
34200,6.25,3,25611
61200,6,1,22958
33300,6.5,3,26459
18000,6.25,1,23840
18900,6.25,1,23801
31500,6.75,8,31419
27900,5,5,22817
29700,8.75,1,32780
19800,6.5,1,24735
24300,9,4,36327
21600,6.75,1,25621
34200,10,1,37315
19800,8.75,4,35324
22500,9.25,1,34625
73800,5,1,19329
54000,8.25,1,31013
25200,6.75,1,25546
32400,6,3,24461
31500,5.75,4,24602
24300,6.25,1,23833
22500,6.5,1,24647
32400,9.75,6,40850
21600,9.75,4,38938
35100,10,1,37358
25200,5,1,19254
27900,8.25,1,31062
23400,6,2,23602
22500,5.25,3,21888
18900,8,1,30187
27900,8,2,30908
30600,7.25,2,28398
31500,7.5,1,28295
24300,8,2,31076
22500,7.5,2,29234
20700,9,1,33774
20700,6.25,4,26217
9000,9.75,10,43242
22500,9.75,6,40445
27900,6,3,24597
20700,8.25,2,31907
18000,5.75,4,24470
21600,9,3,35573
18000,6.75,4,28351
19800,8.75,6,36563
21600,9.75,6,40644
27000,5.25,3,21647
27000,7,1,26547
27900,5.25,4,22646
30600,8.25,1,30964
18000,7.5,2,29016
25200,6.75,6,29619
18000,9,2,34431
28800,7.5,4,30695
26100,6.75,3,27417
24300,6,2,23840
37800,6,1,22883
19800,10,5,40465
63000,8.25,6,34930
28800,8,1,30127
29700,8.75,1,32726
47700,6.75,1,25571
31500,8.5,1,31916
33300,6.75,9,31808
27000,5.25,3,21987
18900,8.25,1,30932
34200,7.75,7,33969
24300,8.25,1,31005
21600,5.25,1,20259
27000,10,3,39104
31500,6.25,9,31081
31500,6,1,22833
63000,7.25,1,27381
29700,6,1,22824
35100,6,6,27411
47700,7.75,1,29198
22500,7.25,2,28139
27900,6.5,3,26337
29700,7.5,1,28374
35100,5.5,1,21151
30600,7.25,3,29104
22500,8,1,30101
28800,9.75,1,36465
24300,9,1,33671
18900,6,3,24609
22500,9,4,35975
33300,6,1,22966
28800,7.5,1,28231
23400,5,2,20167
35100,7.5,3,29779
27900,10,4,39524
1800,9.25,1,34614
34200,10,2,38147
35100,6.5,6,29275
27900,9,1,33739
23400,7,7,31333
28800,9.75,1,36446
85500,7.75,2,30049
21600,10,8,43183
15300,6.5,2,25480
32400,9,1,33633
22500,6.75,2,26302
28800,8,1,30052
28800,9.75,1,36437
22500,6.5,1,24776
30600,10,2,38075
19800,8.75,1,32888
18000,6.75,9,31899
29700,6.25,1,23800
80100,9,2,34512
31500,8.75,8,38161
33300,6,7,27614
35100,9.25,3,36203
18000,9,4,35980
21600,6.25,9,29866
20700,5.75,9,28279
23400,5.5,1,21021
20700,6.5,1,24738
26100,6.5,2,25408
35100,6.75,3,27460
29700,9.75,3,38049
31500,6.75,8,31493
28800,8.5,2,32727
34200,6.25,6,28073
23400,9,2,34550
27000,5,7,24349
26100,7.75,9,36054
26100,8.75,1,32848
22500,7.75,2,30056
54900,8.5,1,31862
33300,7.25,6,31822
33300,7.5,2,29088
19800,6.5,2,25461
32400,10,2,38191
29700,7.75,2,29978
34200,8.75,6,36901
30600,6.75,3,27118
30600,9.25,6,38818
45000,8,3,31646
27000,7.75,10,36365
31500,6.5,2,25519
19800,9.5,2,36467
26100,6.25,1,23817
32400,5,1,19328
24300,7.75,5,32372
21600,9.75,3,37948
25200,9,2,34398
20700,6.25,1,23811
26100,6,2,23667
30600,9.25,3,36209
79200,8.5,1,31890
20700,8.25,1,30938
18000,6.25,2,24670
21600,6,9,29937
25200,6.75,1,25686
20700,7.25,8,32704
26100,9.75,3,38216
23400,6,5,26051
19800,7,1,26543
30600,8.75,1,32726
22500,9.25,7,40086
25200,5.75,4,24738
6300,6.5,6,29112
30600,8,2,30997
18000,6.25,2,24602
24300,6,5,26545
34200,5.5,1,21089
33300,6.75,1,25629
24300,8.25,4,33571
21600,9,1,33661
25200,6.75,2,26501
32400,8.75,5,35917
33300,6.75,3,27302
21600,5,7,23875
21600,8.5,1,31840
24300,6.25,3,25519
82800,5.75,2,22820
20700,8,3,31811
35100,8.25,3,32840
31500,5.5,3,22918
24300,8,4,32421
1800,5.5,9,28038
26100,6.25,10,31528
35100,5,2,20244
18000,6,2,23729
78300,8.25,1,30935
25200,9.75,2,37180
23400,5.25,2,21049
54000,7.75,2,29924
59400,9,2,34424
33300,9.75,1,36387
33300,6,1,22841
21600,7,10,34067
20700,9.25,4,36962
31500,9.5,8,41753
35100,8.25,1,30988
30600,6.25,3,25388
35100,7,4,29001
18000,9.75,2,37184
29700,8.5,3,33741
66600,9.25,3,36368
34200,7.75,3,30937
19800,9.25,3,36344
48600,6.25,2,24681
34200,6,4,25352
18000,6.75,2,26316
33300,5.5,4,23882
18900,5.75,5,25147
29700,8.25,5,34182
30600,5.75,1,22030
45900,6.5,3,26482
30600,8.5,1,31901
19800,6.5,9,31953
27000,5.5,1,21038
29700,6,1,22929
22500,9.75,5,40076
22500,9.75,4,38989
22500,9.5,2,36353
26100,5.25,1,20197
35100,7.75,3,30960
33300,9,7,38333
35100,10,2,38064
34200,6,1,22931
33300,5.25,1,20245
22500,7.25,1,27464
27000,8,4,32349
27000,9.75,5,39447
18900,7,3,28057
30600,9,7,38403
18000,8.25,3,32777
27000,5,1,19219
26100,7,3,28110
32400,10,1,37288
30600,5.75,7,27031
32400,7.5,3,30137
18000,9.25,3,36370
31500,8.5,2,32869
80100,8.5,3,33488
25200,9.25,8,40542
52200,8.75,10,40772
27000,8,2,30875
34200,7.5,6,32666
26100,5.75,7,26679
27000,8.5,1,31878
76500,5,4,21665
28800,9.25,1,34617
23400,8.5,3,33583
28800,5.75,9,28535
27900,9.25,1,34660
74700,10,1,37248
28800,9.75,1,36402
19800,8.75,3,34545
74700,7.5,2,29244
45000,5.5,1,21163
46800,6.25,2,24691
30600,6,8,28831
20700,7.25,1,27419
19800,8.75,1,32836
26100,6.25,2,24693
35100,6.5,2,25604
45900,5.75,2,22779
13500,10,1,37270
22500,7.25,3,28870
25200,9.25,3,36378
26100,5.25,1,20241
27000,5.5,7,26126
32400,6.75,10,33324
19800,9.25,2,35308
31500,7.25,2,28389
20700,7.75,4,31586
23400,6.75,3,27170
38700,6.25,2,24560
23400,5.5,2,21833
35100,7.25,3,29182
22500,10,1,37380
35100,6.5,8,30801
18000,6,2,23862
20700,6.5,3,26416
27900,5,1,19359
29700,8.75,3,34469
18900,9,5,37253
34200,8,2,30852
51300,9,8,39445
19800,10,7,42202
28800,8,1,30152
35100,5.25,1,20229
25200,9,1,33733
47700,6,2,23633
62100,5.5,4,23529
79200,8.5,1,31842
25200,9.75,2,37245
31500,5.5,4,23460
35100,6,4,25222
41400,8.25,5,34293
21600,6.25,1,23818
26100,6,1,22885
18000,8.75,6,37386
18000,7.75,1,29157
26100,8,2,30901
30600,9.25,4,37082
18900,9,9,39782
29700,8.25,4,33390
32400,7.75,3,31058
33300,5.75,2,22863
18000,8.75,1,32790
35100,5,2,20101
18000,7.25,2,28275
31500,6.5,1,24625
27000,5,7,24233
34200,7.5,3,29805
20700,6,2,23662
30600,5.75,1,21979
41400,8.25,2,31867
33300,5.25,1,20241
33300,5.5,1,21122
34200,9.5,3,37124
19800,7.25,2,28134
31500,7.75,1,29167
31500,10,1,37358
25200,7.75,5,32844
31500,6,1,22926
23400,7.5,3,30134
21600,8.75,10,40076
34200,9.25,1,34602
30600,5.5,1,21107
21600,7.25,3,29162
64800,5.25,3,21770
25200,8.25,1,31050
19800,8.75,1,32865
28800,6.75,8,31132
19800,9,2,34674
21600,6.75,2,26511
25200,9,2,34535
25200,5.5,4,23529
31500,7.75,10,37378
11700,6,1,22851
27000,7.5,1,28268
18900,8,1,30132
32400,9.75,5,40028
34200,9.5,3,36969
42300,5,2,20203
19800,9,1,33688
72000,7,3,28000
20700,8.5,3,33406
20700,6.5,6,28872
19800,8,1,30124
30600,6.25,3,25452
34200,5.75,1,21997
80100,7,1,26526
18000,6,3,24376
30600,6.25,1,23790
29700,8.75,3,34397
32400,8.75,3,34503
18900,7.5,1,28285
2700,9.5,1,35462
32400,7,2,27416
19800,6.75,1,25614
29700,8.5,1,31937
18900,5.5,5,24224
26100,6.5,3,26439
23400,9.5,3,37056
24300,9.75,1,36375
31500,5.5,1,21162
35100,7.5,8,33877
72900,5.75,2,22862
72900,9,5,37301
35100,9.25,7,39123
53100,9.25,1,34671
35100,8.25,3,32776
27900,8.75,1,32775
51300,6.75,3,27198
31500,6,1,22925
85500,5.25,2,20933
27000,9.5,1,35423
72900,9,7,38986
20700,8.5,5,35393
22500,8.5,2,32895
20700,9,8,39235
18900,9,1,33750
32400,10,1,37334
21600,7.25,9,34025
19800,6,1,22958
21600,9.25,2,35552
20700,9,1,33699
28800,7.5,3,29862
70200,7,10,34124
33300,5.75,4,24403
34200,8.5,2,32673
23400,9,4,36261
19800,5,1,19334
44100,8,9,36817
22500,5.75,7,27201
27900,8,1,30081
33300,6.75,2,26441
33300,5.25,3,21772
28800,10,1,37317
32400,9.25,4,37131
29700,9.25,5,38182
18900,5,6,23049
34200,8,3,31759
32400,8.75,1,32752
23400,7.25,10,35506
21600,8.25,3,32626
34200,6.25,5,27261
4500,9,1,33744
24300,7.75,1,29258
19800,6.75,10,33032
19800,8.75,1,32835
25200,6.75,2,26534
32400,6.25,7,28998
27900,9.25,6,38612
21600,8.25,1,30973
34200,6.25,2,24797
23400,7,1,26512
40500,10,10,45224
33300,8,1,30107
35100,8.75,3,34483
29700,6.75,1,25607
21600,8.5,3,33601
31500,6.75,9,32295
18000,6.25,3,25576
30600,6.5,1,24713
25200,5.75,8,28095
34200,6.5,1,24742
24300,8.25,6,35502
32400,9,1,33776
28800,7.75,2,30157
19800,8.75,10,40370
19800,7.75,8,34950
10800,7,2,27384
35100,6,10,30806
34200,8,1,30074
25200,9,2,34625
33300,8.5,2,32712
19800,5.75,10,28999
30600,8.25,1,30985
21600,8.5,10,39107
29700,5.5,1,21094
900,7.5,9,35328
34200,7.25,1,27316
32400,8,1,30044
27000,8.25,2,31835
31500,9.5,4,37904
27000,10,1,37228
22500,6.75,3,27284
33300,7,3,28065
18000,9.5,1,35557
19800,8,3,31614
30600,5.75,2,22959
22500,6.75,5,29127
19800,8,1,30160
19800,5.25,3,21671
24300,7,1,26570
18900,9.5,7,40906
12600,6.25,4,26152
35100,5,9,26575
33300,8.75,10,39820
32400,9.75,3,38021
24300,6.25,1,23827
26100,8.75,4,35382
51300,7.75,7,34600
34200,7,5,29617
18000,7.75,1,29234
11700,6,9,29505
32400,9,2,34657
30600,9,8,39703
27000,8.75,1,32765
22500,9.5,1,35599
23400,7.75,1,29189
24300,7.5,1,28360
20700,5.25,1,20221
20700,9.5,1,35502
33300,8.25,3,32592
19800,8.5,1,31949
18900,6,8,28824
27000,5.75,3,23473
21600,8.5,1,31962
32400,7.25,3,29098
29700,6,2,23614
19800,7.25,4,30125
34200,9.75,9,43423
19800,9,4,36458
32400,8.25,1,30957
19800,5,1,19293
20700,7.5,4,30673
31500,8.75,1,32887
18000,10,4,39631
23400,5.5,7,26263
25200,5,1,19291
27000,8.5,10,39899
27900,9.75,1,36392
25200,9.25,1,34635
6300,10,1,37232
73800,9.25,9,41043
29700,5.5,8,26476
46800,9,10,40700
20700,8.75,1,32763
3600,9.5,3,37117
34200,9,9,40594
19800,5.75,5,25173
29700,9,3,35582
25200,7.75,4,31446
27900,7.25,1,27398
29700,6.5,2,25547
24300,7.75,2,30183
19800,5.5,3,22791
28800,7,2,27477
22500,6,4,25245
23400,5.25,4,22518
29700,9.25,9,40823
13500,9.75,2,37324
26100,9.75,7,41040
18000,8.25,2,31800
27900,5.5,3,22675
22500,8.75,3,34381
29700,5,1,19239
29700,7.5,3,30069
26100,5.75,5,25071
19800,5.75,4,24215
21600,8,1,30099
29700,8.5,2,32628
33300,6.25,2,24668
31500,8,1,30047
31500,9.75,1,36375
23400,7,3,28057
29700,8.25,4,33326
9900,9.25,7,39842
9000,5,10,26591
36000,7.75,9,35820
24300,5.75,1,22037
24300,9.25,2,35374
35100,5.75,9,29138
26100,7.75,1,29189
26100,8.5,1,31951
48600,8.25,1,31008
18000,8.75,1,32840
32400,9.25,5,37893
29700,7.5,10,36280
19800,8.25,1,31007
33300,9,1,33724
23400,8.5,9,38116
19800,7.75,1,29292
18000,5,2,20182
24300,9,1,33756
19800,9.75,2,37140
28800,5.75,4,24576
24300,9,2,34520
23400,5.75,1,21998
24300,7,6,30514
35100,9.75,1,36445
33300,8.25,3,32671
34200,10,1,37283
81900,5,10,26135
22500,5.25,1,20134
35100,7.25,2,28254
32400,9.75,10,43953
29700,8.75,1,32822
27900,10,3,39160
63900,8.25,1,30929
83700,8,3,31579
33300,7.25,1,27364
26100,10,4,39736
27900,5.25,1,20164
26100,9.5,2,36439
27000,6.25,8,30199
33300,9.25,1,34607
32400,8,1,30183
25200,8,4,32557
29700,6.75,1,25633
25200,9.75,1,36481
31500,8.25,1,31073
26100,6,2,23692
26100,7.75,4,31957
29700,9.75,4,38962
31500,5.75,1,21963
18900,8.75,2,33644
19800,7.25,4,29757
30600,9,3,35542
33300,7.75,9,35580
35100,6,3,24485
4500,9,1,33721
20700,9.25,2,35494
41400,10,4,40022
24300,8.25,3,32457
24300,7.25,5,30502
27900,6.25,7,28579
23400,9,1,33657
34200,8.5,7,37377
49500,7.5,6,32503
18000,9,1,33671
18900,8,1,30130
26100,6,1,22895
31500,7.25,3,29270
24300,8,1,30105
33300,5,8,25587
2700,5.5,1,21164
19800,7.75,2,29988
19800,8,4,32466
29700,8.25,3,32556
5400,9.25,3,36340
25200,8.75,1,32860
28800,8.5,4,34138
33300,10,3,38964
18900,7,5,29914
16200,5.5,7,26381
39600,9.75,4,39013
81000,8.75,1,32779
19800,9.75,3,37988
24300,9.25,3,36078
19800,5.75,1,22066
27000,7,3,28328
23400,7.75,3,30702
27000,7.75,2,30066
28800,10,2,38165
78300,6.25,1,23816
18000,7.5,1,28299
19800,9.25,4,36855
28800,5,1,19241
25200,5.5,4,23459
24300,10,9,43463
26100,6.25,1,23763
35100,7,6,30708
34200,8.75,1,32754
21600,7.5,1,28337
30600,5.75,1,22082
32400,6.5,2,25682
28800,6,4,25665
26100,7.5,9,35082
27000,5,8,25370
33300,5,8,25148
27900,6,3,24618
28800,7.5,1,28373
33300,7.5,3,30025
25200,8.75,1,32769
26100,7,9,33681
1800,7.75,1,29249
29700,5.5,1,21110
21600,5.25,3,21909
35100,8.5,3,33691
23400,5.25,2,21144
23400,8.5,1,31839
32400,6.5,7,29713
26100,9.5,1,35548
84600,7.25,7,32305
30600,8.25,1,31016
22500,9,2,34409
35100,7.25,1,27387
27000,7.25,5,30827
23400,6,2,23807
21600,6.75,4,28134
18900,6,4,25442
35100,9.5,1,35462
20700,8.5,1,31936
33300,8.25,3,32885
23400,7.25,3,29045
32400,7.25,6,31565
27900,8,7,35002
33300,7.5,4,31014
35100,8.75,1,32749
21600,9.5,3,37220
27000,7.25,1,27415
13500,8,4,32365
30600,5.5,2,21801
31500,10,6,41186
22500,8.75,10,40511
32400,5.5,3,22704
19800,7.25,1,27417
20700,5.5,7,26474
32400,6,5,26328
24300,6.75,2,26417
19800,7,4,29237
30600,5,2,20120
27900,6.5,1,24728
33300,6.75,1,25530
75600,6.75,8,31059
20700,9.25,2,35435
24300,9.75,2,37329
33300,10,3,39044
27000,6.75,4,28012
26100,5.25,3,22064
25200,8.5,3,33707
21600,8.25,1,30928
21600,8,3,31913
31500,6,6,27412
18000,5,3,20995
23400,5.75,9,28617
21600,7,7,31957
57600,5.75,10,28988
30600,8,2,30937
18900,6.25,1,23853
7200,7.75,3,30702
13500,5.75,3,23729
28800,6,1,22932
18000,6.5,4,27126
34200,5.5,1,21155
72000,7.5,10,35921
12600,6,1,22873
19800,6.75,6,29853
22500,6.5,2,25422
25200,5,1,19370
71100,9.25,8,40836
21600,7.25,2,28141
35100,6.75,2,26292
34200,7.5,7,33577
19800,5.25,2,21089
27000,5.75,1,22048
34200,9,6,38246
27900,9.5,5,39051
20700,10,1,37259
23400,10,4,39818
28800,5.25,10,27489
21600,9.25,1,34617
32400,9.5,1,35419
19800,7,1,26500
32400,8.25,9,37772
13500,8.25,1,31037
34200,7.25,4,29726
28800,7,1,26511
54900,6,1,22914
32400,6.25,1,23734
21600,6.75,3,27206
34200,9.25,6,39087
43200,8,1,30129
23400,7,3,28125
18900,6.5,7,29333
32400,5,3,21129
27000,5.25,6,24273
34200,10,8,43170
21600,6.25,1,23824
25200,5.75,2,22712
69300,9.5,1,35476
34200,8,1,30042
19800,8.25,1,31015
68400,9.25,7,39549
22500,7.25,10,34679
64800,7.75,3,30773
30600,10,4,39775
31500,7.25,5,30808
21600,6.25,1,23813
27900,9,1,33705
31500,7.25,2,28141
23400,5,4,21769
34200,7,4,28866
45000,7,1,26470
69300,9.75,7,41142
30600,6.5,1,24755
27900,6.5,10,31990
32400,5,9,26489
31500,5.5,3,22924
27000,5.75,4,24444
27900,6.25,5,27049
31500,7.5,1,28256
32400,5,2,20131
18900,8.5,2,32611
23400,9.75,1,36435
22500,6.25,3,25648
7200,5.75,2,22913
29700,5,7,24791
25200,8.25,3,32765
73800,5.5,6,24994
33300,8.25,3,32790
25200,9,6,37474
33300,10,2,38081
20700,6.75,6,30092
18900,8,1,30172
24300,6.5,1,24629
24300,8.25,8,37025
27900,10,4,40056
21600,6.25,3,25545
46800,10,1,37247
22500,6,3,24704
33300,7.75,2,30136
30600,7.75,2,30041
31500,5,6,23437
18000,8.5,8,38183
27900,5.25,3,21899
20700,10,1,37333
18900,5,5,22817
21600,9.5,6,40084
34200,6.25,3,25432
20700,6.75,1,25595
33300,9.5,3,37092
33300,5.25,4,22476
28800,10,1,37215
27900,6.25,2,24505
31500,6.75,9,32126
27900,6.75,6,29816
21600,7.25,4,29616
31500,5.75,1,21984
22500,9.5,3,37391
30600,7.5,2,29160
19800,6.75,1,25571
19800,6,3,24709
32400,5,2,20140
59400,5,1,19357
30600,8,4,32343
21600,7.25,10,35418
20700,7.75,10,36049
21600,8.5,1,31922
26100,7,1,26551
33300,7.75,7,34002
68400,8.25,3,32760
25200,7.25,1,27458
33300,9,10,40633
33300,8.25,1,31024
22500,8.75,1,32748
25200,5.5,4,23670
31500,5.75,3,23591
28800,6.25,8,29256
21600,5.25,3,21683
18900,8.25,3,32534
27000,8.5,1,31876
31500,5.25,4,22532
35100,7.25,10,34308
33300,5.25,3,21931
22500,9,3,35336
23400,10,1,37364
24300,7.75,4,31858
31500,8,3,31749
45000,9.75,2,37247
1800,9,1,33715
18900,6.5,2,25652
2700,7,10,34428
2700,9.75,2,37120
29700,9,3,35298
18000,7.5,2,29180
18000,5.5,6,25218
33300,5,10,26556
32400,6.25,1,23756
23400,7,1,26470
46800,8.25,7,35912
30600,8,3,31663
26100,5,10,26659
81900,9.25,9,41375
48600,8,5,33087
30600,7,1,26467
23400,8,1,30126
19800,6.75,1,25589
30600,7.25,3,28860
10800,5.5,1,21109
18900,5.5,5,24213
30600,7.75,3,30997
67500,7,3,28357
30600,5.75,1,22069
34200,9,2,34441
34200,6,1,22882
25200,8,1,30117
26100,5.75,9,28044
27000,7.75,2,30149
28800,7.75,3,30807
30600,5,1,19274
20700,7.75,3,31005
24300,8.25,6,35395
4500,8.75,3,34390
23400,5.25,5,23890
18900,9.25,1,34622
21600,6.25,4,26270
27000,6.25,6,27762
23400,5.5,1,21091
22500,6,1,22938
30600,7.25,2,28099
23400,5.5,4,23817
20700,8.5,9,38670
26100,9.5,3,37218
35100,8.25,3,32657
68400,9.25,8,40404
29700,6.75,2,26331
18900,6,3,24647
47700,8,1,30142
18000,5.25,2,20976
29700,8.25,2,31997
26100,9.5,4,37858
4500,9.5,3,37079
28800,5.25,4,22816
32400,5.5,3,22827
34200,7.5,2,29015
28800,6.5,1,24770
32400,9.75,1,36350
25200,7.5,6,32162
23400,6.25,4,26143
21600,5.5,3,22607
6300,6.25,1,23787
57600,8,1,30067
34200,5,6,23541
0,5.75,1,22024
19800,8.25,10,39108
34200,7,3,28030
21600,8.5,1,31962
24300,7.5,2,29014
31500,8.75,1,32818
13500,8.25,8,37359
22500,6.75,1,25674
24300,7.5,1,28359
34200,6.75,7,30929
22500,6,2,23646
21600,10,7,41995
29700,5.75,6,25797
21600,7.5,4,30877
18000,7,3,28265
35100,8.75,10,40782
27900,8.75,1,32828
25200,8,1,30024
31500,5.5,9,28122
34200,7.5,7,33246
22500,6.75,3,27143
28800,7.5,2,29172
18000,6.75,1,25562
28800,9.75,2,37268
18000,9,1,33679
19800,5.25,3,22081
62100,6.75,2,26437
18900,8.25,1,30944
32400,5,1,19336
63900,8.75,1,32740
35100,8.25,8,36739
29700,6.75,2,26304
27000,9.75,2,37328
1800,7.25,8,33288
27000,9.5,3,37309
18000,5.25,3,21812
18000,6.25,2,24562
66600,8.5,3,33518
21600,8.75,2,33620
21600,6.75,2,26465
28800,6.5,1,24622
31500,7,8,32817
27000,6.25,3,25357
25200,7.25,2,28345
23400,8.25,2,31844
25200,9.5,1,35540
23400,10,7,42359
35100,6.5,2,25413
18000,7,2,27442
27900,9.5,3,37052
35100,6.5,4,27026
32400,6.75,1,25592
31500,6.75,7,30339
28800,5.75,2,22834
